filepath,label,width,height,format,mode,aspect_ratio,corrupt,file_hash,phash,siglip_community,siglip_subcommunity
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Printer_298.jpg,Electronic,150,150,JPEG,RGB,1.0,False,d8ca1f2510acbc9ffca704bc60623caf,d4e67e827acd25c0,6,6
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_189.jpg,Electronic,150,150,JPEG,RGB,1.0,False,f81b90212039b67b69fcea8198618b60,cbbf25103e376ac0,1,9
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/IMG-20200328-WA0042.jpg,Electronic,640,1280,JPEG,RGB,0.5,False,b10fec7ecdebe6d344a34cdade8e8b5e,fb93856c8a1e98b1,5,29
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Keyboard_234.jpg,Electronic,150,150,JPEG,RGB,1.0,False,4fa46f78c43fb45091cad4ae3f66f7dc,a81ab058ff8fb185,2,25
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Television_57.jpg,Electronic,150,150,JPEG,RGB,1.0,False,3a18cd5ed4219aa2d81277555ac057ee,96e1d2d02d9d91bc,4,15
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/pcb_59.jpg,Electronic,150,150,JPEG,RGB,1.0,False,781f5e2deb339a606915c925a86ebe49,a6c0d8e7383f908f,7,18
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Washing_Machine_245.jpg,Electronic,150,150,JPEG,RGB,1.0,False,8d4c6b8fecf45889496e34d2bfdcc24d,e53392c9cf8c9a32,3,35
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/IMG_20200329_201129.jpg,Electronic,4000,3000,JPEG,RGB,1.3333333333333333,False,b1ec8d4e78c2c1d71739a0bc7c548b3e,f48a350bf40b69da,11,31
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Printer_127.jpg,Electronic,150,150,JPEG,RGB,1.0,False,70528ae2cb938c8f39ff0ffaa3b56ca0,fe6a8585716cd384,6,6
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/72.hand-technician-repairing-broken-laptop-260nw-1719826171.jpg,Electronic,390,280,JPEG,RGB,1.3928571428571428,False,3be10c0cfc06eda5db1925d273a2c2ac,9501a952f717dc47,0,54
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/imagesyuioop.jpg,Electronic,310,163,JPEG,RGB,1.901840490797546,False,946cb506e6cdbed91d54df65a8f27a3e,fac9164d945d352a,0,34
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/big-wholesale-lot-broken-computers_1_68bbfd8b51a71dcb355ef30b16cff736.jpg,Electronic,400,262,JPEG,RGB,1.5267175572519085,False,f5bdfda751887a8e5a877347aa398a8b,9b23e52bcd781cc1,0,0
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/in-phone.jpeg,Electronic,980,551,WEBP,RGB,1.778584392014519,False,03ad0bfa0a3fbf1d0ebb683509dad33b,c83b34e08a3ff326,1,9
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Player_20.jpg,Electronic,150,150,JPEG,RGB,1.0,False,24124e7aca246a96d600291b12b2437f,eeb0c10fc45e960f,9,45
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/314.jpeg,Electronic,1032,581,JPEG,RGB,1.7762478485370052,False,38cd7f8bfa2ef05680a07f64beed6568,9dfecb64cc72c024,11,44
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Keyboard_247.jpg,Electronic,150,150,JPEG,RGB,1.0,False,ce78c1ae3ed73f6d7f2093e4229df00c,b9c2d81ff023c63c,2,5
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Player_252.jpg,Electronic,150,150,JPEG,RGB,1.0,False,36a815bdb25ecad9aae47e48ee1d19e0,be87c534985a33cc,9,21
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/254.jpeg,Electronic,1152,864,JPEG,RGB,1.3333333333333333,False,e6db657248bfc4bbbb632f46ff8faeff,804f5bd2544ad7d6,10,2
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/11.laptops-scrap-1589266802-5424844.jpeg,Electronic,300,225,JPEG,RGB,1.3333333333333333,False,e1ebcb1a6e761de58fcdf4e801aff223,a8d0e836d5e391e9,0,0
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/battery_289.jpg,Electronic,150,150,JPEG,RGB,1.0,False,6427cf160a4109e49faef2093bbf0d36,f887857896653a87,13,19
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/812.jpeg,Electronic,864,1152,JPEG,RGB,0.75,False,614a6f3bf74575c373b70a7205896227,a1049dd7cb8a34dd,5,29
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Printer_275.jpg,Electronic,150,150,JPEG,RGB,1.0,False,6b5adda7932ffe5fe930b4a1dd5289a7,d7f4e887340a69d8,6,6
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Microwave_4.jpg,Electronic,150,150,JPEG,RGB,1.0,False,2dd4a35fe51f90f721f3d7992170fe83,b2c94db6205b87e5,8,20
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Keyboard_0.jpg,Electronic,150,150,JPEG,RGB,1.0,False,8f6e46c5f231bff4c455424d9be9be6d,afa4d0b6c05aa95b,2,5
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Washing_Machine_237.jpg,Electronic,150,150,JPEG,RGB,1.0,False,f6aaca6fa7a9a55c2a09ba18dea45fa7,a433db8f6c3cc289,3,8
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/156.jpg,Electronic,4160,2340,JPEG,RGB,1.7777777777777777,False,d9d078baa8ef2bfac4bfdc1bc80a5646,e11d967a19a75934,10,2
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/19.urban-waste-landscape-stockcake.jpg,Electronic,512,512,JPEG,RGB,1.0,False,20e8223cb2b6cb1e3895c1efd784f81e,8088bbd6665ba72e,0,0
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Microwave_87.jpg,Electronic,150,150,JPEG,RGB,1.0,False,0db0a1717b82fb3f5b94a30f82d40604,af93d0e085c03d3f,8,1
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Washing_Machine_152.jpg,Electronic,150,150,JPEG,RGB,1.0,False,afce14241ea575e466b6b50c82b076de,b392cccc3233c6e6,3,8
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mouse_28.jpg,Electronic,150,150,JPEG,RGB,1.0,False,1dbcb4bfd3228b2a87088e7f8a7969a8,bccb43d96d037095,5,36
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/558.jpg,Electronic,2340,4160,JPEG,RGB,0.5625,False,cb995a4c17e57965ed16fd84de7f0218,ad78c0c27b6de03c,1,4
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/IMG_20200328_131600.jpg,Electronic,4000,2250,JPEG,RGB,1.7777777777777777,False,82b47ff706f7dffe46f39fd2b53f6d8f,bdc2cb9c29a065ae,1,4
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/512.jpeg,Electronic,720,1280,JPEG,RGB,0.5625,False,c37334846999eba85a30d8110ef17944,b491c7ca784e347a,1,55
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/612.jpeg,Electronic,1160,870,JPEG,RGB,1.3333333333333333,False,67c97572d7b642612e5b742cded5995d,af3ac0d48dd2a64b,11,47
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/76.MmcGCJOWDe8-2.jpg,Electronic,640,480,JPEG,RGB,1.3333333333333333,False,a8b24fdcaecab4a234adfc498c1a1775,f3e4c40e4c9a7995,0,0
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/upload_5301.jpg,Electronic,2500,1726,JPEG,RGB,1.4484356894553883,False,39a61c2ecc18e4316b16a104c93f1898,d9810ef81bdf08d9,7,7
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/battery_115.jpg,Electronic,150,150,JPEG,RGB,1.0,False,b9526d7833ef2989e6096ac978d25741,ae9fcb65924964d0,14,24
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_194.jpg,Electronic,150,150,JPEG,RGB,1.0,False,e481700906a369005ea57d82672f84a6,baea95a69595a494,1,9
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/pcb_294.jpg,Electronic,150,150,JPEG,RGB,1.0,False,5c9d6b6e6892650976dc55137b18be15,eea0f44ab3d2abc0,7,23
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Television_238.jpg,Electronic,150,150,JPEG,RGB,1.0,False,d1e31ec5fc10c06a9934a8275b4c84ed,9f33e8cc96e1051e,4,10
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/259.jpeg,Electronic,1152,864,JPEG,RGB,1.3333333333333333,False,0019ee24dff80f24cf07d6b42f4d9eb1,ad820735603fc33f,10,2
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Printer_124.jpg,Electronic,150,150,JPEG,RGB,1.0,False,0475906cb12e73a3ef977a443f0db48a,a586ea859c9e2575,6,6
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/61.pile-discarded-computer-monitors-electronics-landfill-environmental-pollution-pile-discarded-computer-monitors-437381574.jpg,Electronic,800,450,JPEG,RGB,1.7777777777777777,False,a440548be4738d41f2f22427850e1864,91bbc44c5a4f073e,0,0
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/68.kiel-germany-november-22-2018-260nw-1511680658.jpg,Electronic,390,280,JPEG,RGB,1.3928571428571428,False,f6cc017c8da46a6d8c9ebee2930d6159,abbdf1508e45a1c9,0,0
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Washing_Machine_274.jpg,Electronic,150,150,JPEG,RGB,1.0,False,e5b0c47501998532f64bdc11614b43e3,e4c3922ccf9ccd34,3,35
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Television_230.jpg,Electronic,150,150,JPEG,RGB,1.0,False,2174726dd50d98fc51dd1243e7c55122,82a5e07abd0f95e1,4,10
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mouse_228.jpg,Electronic,150,150,JPEG,RGB,1.0,False,ae8bedad52eb342ab633900b965084f0,aa84e47a9f2572d4,5,3
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/unnamed (1).jpg,Electronic,512,384,JPEG,RGB,1.3333333333333333,False,afe87e12df973cc0fbd015cb4679b2d3,bafcc3b24a870393,7,7
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/WhatsApp Image 2020-11-01 at 1.22.14 PM.jpeg,Electronic,1280,720,JPEG,RGB,1.7777777777777777,False,750e0fe52dec86d739e53ecf7f297b56,d1cce639199b1d26,15,46
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Washing_Machine_10.jpg,Electronic,150,150,JPEG,RGB,1.0,False,b1df5cc50e98c3d128e476a767ed4f30,eac89c92b569c5c6,3,27
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/pcb_260.jpg,Electronic,150,150,JPEG,RGB,1.0,False,49e537db6c7d25c0f6af57ec593dadd6,bde4c21b831cbab4,2,25
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/11.jpeg,Electronic,581,1032,JPEG,RGB,0.562984496124031,False,d9aed8d5290701194048f81c2c2e9ab4,b6b6e56d6d2c2c04,11,31
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Washing_Machine_298.jpg,Electronic,150,150,JPEG,RGB,1.0,False,06332f5993fb217a7c230d133cdb8734,b08e92658e936d9b,3,33
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/189.jpeg,Electronic,1280,720,JPEG,RGB,1.7777777777777777,False,1696ef20d5cc1cc6303d21d52f048921,b46e99658a52cd93,10,2
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mouse_263.jpg,Electronic,150,150,JPEG,RGB,1.0,False,3b52f0e6263e7fdea45bfcfb41aaec9a,859837c65a61676b,5,36
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/pcb_39.jpg,Electronic,150,150,JPEG,RGB,1.0,False,5197191e452c6137ebcd27b47f90f06d,c1646e4e9ec39a8d,7,18
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Microwave_44.jpg,Electronic,150,150,JPEG,RGB,1.0,False,2e5e2654dd0d6ceb87c8197b59c538ee,aae6953dc816c2d6,8,20
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Printer_70.jpg,Electronic,150,150,JPEG,RGB,1.0,False,1eb93b4915faa37c85ba2a19efbe4d78,8aba35b887c09bb9,6,6
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Player_103.jpg,Electronic,150,150,JPEG,RGB,1.0,False,675e1967be936c45bf664962df1e4b82,e54252a5191e6b3f,9,50
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/18.stock-photo-black-keyboards-in-a-pile-computer-junk-2303912471.jpg,Electronic,1500,1101,JPEG,RGB,1.3623978201634876,False,1ab7dbec3580e0503d3165cff20fbc27,be587aae60fa6888,0,0
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/788.jpeg,Electronic,4000,3000,JPEG,RGB,1.3333333333333333,False,3900b84ceb97091c3adaef5c5df1ec88,e6195c661936339b,5,29
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Television_79.jpg,Electronic,150,150,JPEG,RGB,1.0,False,a2818c05c6d51756d25f244d52b8dd53,953f7d196a486a45,4,12
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Television_88.jpg,Electronic,150,150,JPEG,RGB,1.0,False,2079f9fac8acb6c23e8059c8cefd9460,c3c12a2a5d6f1d47,4,15
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/imagescv.jpg,Electronic,310,162,JPEG,RGB,1.9135802469135803,False,7dfc0e6baad47db5ba853ea121623b07,f862c29e31fda311,0,34
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/wiring_problems_xl_banner.jpg,Electronic,1400,1400,JPEG,RGB,1.0,False,65d509a50188e528861b0bbea75b5914,9f84c0d709c6794f,7,7
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Microwave_22.jpg,Electronic,150,150,JPEG,RGB,1.0,False,f3379ec96e0fadc0beb7497925286d55,93c563a391c5d639,2,40
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_243.jpg,Electronic,150,150,JPEG,RGB,1.0,False,47b6ee573bb0b1397dcb38a802f974d4,c7be346168ca7896,2,25
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/2.obsolete_electronic_parts_TW.png,Electronic,1024,512,PNG,RGB,2.0,False,80d5d9a49ea328feae7902cdb7c7f844,939066863c3f92bd,0,0
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/rtyrtyrtyrtyrty.jpg,Electronic,262,192,JPEG,RGB,1.3645833333333333,False,2c235ff55f7947bd350bf57c1bb40805,95b62c296ba3738a,7,7
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Washing_Machine_165.jpg,Electronic,150,150,JPEG,RGB,1.0,False,c7c4080053124a61fa9315df21da198b,e5e5cfc78818b232,3,8
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/pcb_51.jpg,Electronic,150,150,JPEG,RGB,1.0,False,e784d0b810d7b0111abd3cc4a7e8152e,9a75851ee13cca72,7,7
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/battery_98.jpg,Electronic,150,150,JPEG,RGB,1.0,False,ea1219ab7173c9639f6345b5e8f32960,afc8c015bdf306c6,14,24
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Printer_125.jpg,Electronic,150,150,JPEG,RGB,1.0,False,9a9ef532c9f3c12aafe8db57a7821476,873059c9975f2157,6,6
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mouse_167.jpg,Electronic,150,150,JPEG,RGB,1.0,False,a8e1b1f390233471361ffb1c50bd1422,84953f5c78746173,5,3
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Washing_Machine_39.jpg,Electronic,150,150,JPEG,RGB,1.0,False,4c7d9d702e21be3d1025d15196daa700,e16ccece39983691,3,8
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mouse_287.jpg,Electronic,150,150,JPEG,RGB,1.0,False,11194b11a6882cebff421b8cf2ddf9be,d8756bd22c592665,5,36
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Washing_Machine_67.jpg,Electronic,150,150,JPEG,RGB,1.0,False,d18551fa68be293c9ae5e9b01558f9aa,edcb92946d929869,3,8
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Keyboard_2.jpg,Electronic,150,150,JPEG,RGB,1.0,False,d28b32dd70c74685cddd4dcd6aff4553,ff4aa956847dc094,2,13
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/68.shutterstock_644488942.jpg,Electronic,700,522,JPEG,RGB,1.3409961685823755,False,b82be14970fbc724c1f029e87cc02732,89332d69370b35ec,0,0
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Washing_Machine_154.jpg,Electronic,150,150,JPEG,RGB,1.0,False,538da4a756c87ff2a72271f4ef4e12e1,c1903e3e3e2f6ac2,3,33
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Microwave_122.jpg,Electronic,150,150,JPEG,RGB,1.0,False,0b8035eaa38880c7becbf9233e435260,eb96946949623e96,8,1
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Printer_0.jpg,Electronic,150,150,JPEG,RGB,1.0,False,9db9a27f56181e40fa5c2815cd9914a5,ea68951fc3968f18,6,52
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/20.jpeg,Electronic,864,1152,JPEG,RGB,0.75,False,c878c6c891daa8e5dbaa9cd57f40f31b,e33904ff0556174e,11,31
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/IMG_20200329_201125.jpg,Electronic,4000,3000,JPEG,RGB,1.3333333333333333,False,78de2bbc9dc5c3b2d9924587da701ee3,9ecb6f3022b032be,11,31
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/battery_53.jpg,Electronic,150,150,JPEG,RGB,1.0,False,69cda2526615d859bf016f8b42cdcf54,be6ec1901e1b60ed,2,32
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/64.P2WYAU6Q75CRVDM3JOMX4PKTXU.jpg,Electronic,1920,1080,JPEG,RGB,1.7777777777777777,False,76115182b10caa55a6639f3a38f4bd55,f879d79a706103c5,0,22
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/620.jpeg,Electronic,1152,864,JPEG,RGB,1.3333333333333333,False,d864b5bfff3dc2e0358aac145a92a926,f21fc4008fe0cfa7,11,41
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Printer_101.jpg,Electronic,150,150,JPEG,RGB,1.0,False,c73fa33848896157ad5e7312d5ae6264,d2632dcbe43c253c,6,53
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Television_30.jpg,Electronic,150,150,JPEG,RGB,1.0,False,391de2b52c3fe455b25d93de057972af,94d3592e46193bc7,4,12
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/797.jpeg,Electronic,581,1032,JPEG,RGB,0.562984496124031,False,374c48974b5d9049776846708db52b60,d280c26ffb3668c3,5,29
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/battery_283.jpg,Electronic,150,150,JPEG,RGB,1.0,False,d1e980c95160294c64c85242cd7cb2c0,bec5d03ec7904a9a,12,38
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Mobile_133.jpg,Electronic,150,150,JPEG,RGB,1.0,False,6bcd1fdc5a1645b65d75161cd9c82fd8,d68a977f3c703098,2,25
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/5.shutterstock_165393359_news_featured.jpg,Electronic,1000,666,JPEG,RGB,1.5015015015015014,False,305bec0b3bdc3df984ce34743e937654,db836c6491d912f6,0,14
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Washing_Machine_145.jpg,Electronic,150,150,JPEG,RGB,1.0,False,d7696d8ed408c55aeab717d36d638cb1,b2b4cccc3031cfc7,3,8
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Television_80.jpg,Electronic,150,150,JPEG,RGB,1.0,False,ad8bc99629f06b3d821358be286c6c77,8dee6239c824c97b,4,12
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/Keyboard_34.jpg,Electronic,150,150,JPEG,RGB,1.0,False,149ed9d3fd281df5f04f237c3c9a493e,fed5c081c22ac33f,2,5
/kaggle/input/datasets/jessicamercya/satria-data-2026/BDC2026-20260708T012259Z-3-001 - Copy/BDC2026/train/1_Electronic/63.obsolete-electronics-household-items-recycling-concept_875825-75108.jpg,Electronic,626,417,JPEG,RGB,1.501199040767386,False,8d6f57342cffd3f8f63dc6ffb5f44380,a76d494228933cef,0,0
